city,timestamp,temperature,season
New York,2010-01-01,1.376910429293667,winter
New York,2010-01-02,2.50350337542407,winter
New York,2010-01-03,-0.1657832493282672,winter
New York,2010-01-04,7.617199020838035,winter
New York,2010-01-05,6.700217371893132,winter
New York,2010-01-06,-0.9848639002354619,winter
New York,2010-01-07,6.428750681605742,winter
New York,2010-01-08,3.422169410396554,winter
New York,2010-01-09,0.8786979118116205,winter
New York,2010-01-10,0.6414559571526491,winter
New York,2010-01-11,4.350333627755524,winter
New York,2010-01-12,-3.899417040977111,winter
New York,2010-01-13,7.566033366131543,winter
New York,2010-01-14,-3.8217552661947245,winter
New York,2010-01-15,-4.595556049408506,winter
New York,2010-01-16,5.980432041317256,winter
New York,2010-01-17,-6.630721681489988,winter
New York,2010-01-18,0.5073707946620518,winter
New York,2010-01-19,1.5118799262186,winter
New York,2010-01-20,3.5248157253064214,winter
New York,2010-01-21,-6.417800632323317,winter
New York,2010-01-22,11.455337239238945,winter
New York,2010-01-23,-1.9664161259870248,winter
New York,2010-01-24,5.223539488002168,winter
New York,2010-01-25,-6.901143051029038,winter
New York,2010-01-26,5.816870216376414,winter
New York,2010-01-27,6.901701711842511,winter
New York,2010-01-28,-2.637787844419689,winter
New York,2010-01-29,-6.6215021933781735,winter
New York,2010-01-30,-1.956429130708268,winter
New York,2010-01-31,2.0502936518889174,winter
New York,2010-02-01,9.701189643106504,winter
New York,2010-02-02,-0.09690022708843249,winter
New York,2010-02-03,8.187602728007624,winter
New York,2010-02-04,4.908168866070877,winter
New York,2010-02-05,3.667216442870474,winter
New York,2010-02-06,3.4109572102758268,winter
New York,2010-02-07,1.0070449133166837,winter
New York,2010-02-08,-1.344758097286608,winter
New York,2010-02-09,8.773185227233109,winter
New York,2010-02-10,-7.097443765686636,winter
New York,2010-02-11,-2.23063131618305,winter
New York,2010-02-12,0.3192817771579214,winter
New York,2010-02-13,-2.85778642891994,winter
New York,2010-02-14,-2.010903863447796,winter
New York,2010-02-15,-1.584397702781362,winter
New York,2010-02-16,-1.800772319971948,winter
New York,2010-02-17,4.594822112328492,winter
New York,2010-02-18,-1.0113653144122177,winter
New York,2010-02-19,1.0931640627643966,winter
New York,2010-02-20,-3.657326052419872,winter
New York,2010-02-21,0.5769934608142768,winter
New York,2010-02-22,-0.6321888705681262,winter
New York,2010-02-23,-4.715342825860524,winter
New York,2010-02-24,-1.2352591409444702,winter
New York,2010-02-25,-1.226479920546638,winter
New York,2010-02-26,7.390867373005485,winter
